gamePk,inning,half,event_type,batter_id,pitcher_id,bat_team_id,at_bat_index
824821,1,top,field_out,695578,680694,120,0
824821,1,top,field_out,671277,680694,120,1
824821,1,top,field_out,678554,680694,120,2
824821,1,bottom,field_out,621493,641793,110,3
824821,1,bottom,field_out,683002,641793,110,4
824821,1,bottom,single,668939,641793,110,5
824821,1,bottom,home_run,624413,641793,110,6
824821,1,bottom,field_out,694212,641793,110,7
824821,2,top,field_out,682928,680694,120,8
824821,2,top,strikeout,686611,680694,120,9
824821,2,top,field_out,695734,680694,120,10
824821,2,bottom,walk,687637,641793,110,11
824821,2,bottom,field_out,691723,641793,110,12
824821,2,bottom,field_out,681297,641793,110,13
824821,2,bottom,field_out,702616,641793,110,14
824821,3,top,field_out,696285,680694,120,15
824821,3,top,field_out,678391,680694,120,16
824821,3,top,walk,660688,680694,120,17
824821,3,top,walk,695578,680694,120,18
824821,3,top,double,671277,680694,120,19
824821,3,top,field_error,678554,680694,120,20
824821,3,top,field_out,682928,680694,120,21
824821,3,bottom,strikeout,621493,641793,110,22
824821,3,bottom,field_out,683002,641793,110,23
824821,3,bottom,walk,668939,641793,110,24
824821,3,bottom,strikeout,624413,641793,110,25
824821,4,top,walk,686611,680694,120,26
824821,4,top,strikeout,695734,680694,120,27
824821,4,top,field_out,696285,680694,120,28
824821,4,top,walk,678391,680694,120,29
824821,4,top,field_out,660688,680694,120,30
824821,4,bottom,field_out,694212,641793,110,31
824821,4,bottom,strikeout,687637,641793,110,32
824821,4,bottom,field_out,691723,641793,110,33
824821,5,top,walk,695578,680694,120,34
824821,5,top,home_run,671277,669330,120,35
824821,5,top,double,678554,669330,120,36
824821,5,top,strikeout,682928,669330,120,37
824821,5,top,field_out,686611,669330,120,38
824821,5,top,field_out,695734,669330,120,39
824821,5,bottom,single,681297,641793,110,40
824821,5,bottom,field_out,702616,641793,110,41
824821,5,bottom,field_out,621493,641793,110,42
824821,5,bottom,field_out,683002,641793,110,43
824821,6,top,field_out,696285,544150,120,44
