gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
822982,2026-05-17,12,Tropicana Field,139,146,656876,691587
822738,2026-05-17,3309,Nationals Park,120,110,663992,687064
823381,2026-05-17,31,PNC Park,134,143,694973,554430
824923,2026-05-17,4705,Truist Park,144,111,656550,678394
824436,2026-05-17,5,Progressive Field,114,113,668909,663903
824279,2026-05-17,2394,Comerica Park,116,141,656427,592332
823628,2026-05-17,3289,Citi Field,121,147,642547,695684
824192,2026-05-17,2392,Daikin Park,117,140,663567,543135
824599,2026-05-17,4,Rate Field,145,112,607200,607067
823708,2026-05-17,3312,Target Field,142,158,641927,688107
823058,2026-05-17,2889,Busch Stadium,138,118,669467,663568
824358,2026-05-17,19,Coors Field,115,109,547179,647336
825006,2026-05-17,2529,Sutter Health Park,133,137,605488,605288
824034,2026-05-17,1,Angel Stadium,108,119,680570,808963
823138,2026-05-17,680,T-Mobile Park,136,135,669923,608337
