gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777663,2025-06-03,31,PNC Park,134,117,694973,621121
777666,2025-06-03,4169,loanDepot park,146,115,645261,801403
777659,2025-06-03,3309,Nationals Park,120,112,592866,690990
777664,2025-06-03,3313,Yankee Stadium,147,114,607074,676440
777665,2025-06-03,14,Rogers Centre,141,143,670102,650911
777667,2025-06-03,3,Fenway Park,111,108,678394,579328
777668,2025-06-03,2602,Great American Ball Park,113,158,668881,642547
777672,2025-06-03,4705,Truist Park,144,109,675911,668678
777662,2025-06-03,2523,George M. Steinbrenner Field,139,140,656876,641816
777661,2025-06-03,4,Rate Field,145,116,681343,689225
777660,2025-06-03,2889,Busch Stadium,138,118,669467,547179
777655,2025-06-03,680,T-Mobile Park,136,110,669923,608372
777656,2025-06-03,2395,Oracle Park,137,135,694738,686701
777658,2025-06-03,2529,Sutter Health Park,133,142,680880,641154
777657,2025-06-03,22,Dodger Stadium,119,121,477132,656731
