gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
744923,2024-06-06,14,Rogers Centre,141,110,579328,700249
746631,2024-06-06,5,Progressive Field,114,118,676440,663903
745657,2024-06-06,10,Oakland Coliseum,133,136,676664,693433
745495,2024-06-06,31,PNC Park,134,119,663559,621111
744844,2024-06-06,3309,Nationals Park,120,144,680730,625643
745738,2024-06-06,3313,Yankee Stadium,147,142,573186,641154
746707,2024-06-06,2602,Great American Ball Park,113,112,668881,665871
745174,2024-06-06,2889,Busch Stadium,138,115,543243,615698
746784,2024-06-06,4,Guaranteed Rate Field,145,111,663765,656557
745408,2024-06-06,2680,Petco Park,135,109,681190,677944
