gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747040,2024-05-13,2,Oriole Park at Camden Yards,110,141,669203,621244
746471,2024-05-13,2394,Comerica Park,116,146,666159,664350
746961,2024-05-13,3,Fenway Park,111,139,676710,621107
745826,2024-05-13,3289,Citi Field,121,143,640455,650911
747128,2024-05-13,4705,Truist Park,144,112,625643,684007
745991,2024-05-13,32,American Family Field,158,134,607067,656605
745019,2024-05-13,5325,Globe Life Field,140,114,547179,676440
746393,2024-05-13,2392,Minute Maid Park,117,133,681293,548389
746233,2024-05-13,1,Angel Stadium,108,138,667755,669461
747204,2024-05-13,15,Chase Field,109,113,656756,668933
745420,2024-05-13,2680,Petco Park,135,115,681190,641712
745256,2024-05-13,680,T-Mobile Park,136,118,669923,663903
745343,2024-05-13,2395,Oracle Park,137,119,663855,808967
746799,2024-05-13,4,Guaranteed Rate Field,145,120,623167,592866
