gamePk,inning,half,event_type,batter_id,pitcher_id,bat_team_id,at_bat_index
777420,1,top,field_out,690993,686752,116,0
777420,1,top,hit_by_pitch,650402,686752,116,1
777420,1,top,field_out,681481,686752,116,2
777420,1,top,walk,682985,686752,116,3
777420,1,top,strikeout,672761,686752,116,4
777420,1,bottom,field_out,650490,676428,139,5
777420,1,bottom,strikeout,664040,676428,139,6
777420,1,bottom,strikeout,691406,676428,139,7
777420,1,bottom,double,666018,676428,139,8
777420,1,bottom,walk,666624,676428,139,9
777420,1,bottom,walk,666139,676428,139,10
777420,1,bottom,hit_by_pitch,676609,676428,139,11
777420,1,bottom,single,670764,676428,139,12
777420,1,bottom,field_out,643376,687830,139,13
777420,2,top,field_out,595879,686752,116,14
777420,2,top,field_out,656716,686752,116,15
777420,2,top,walk,678009,686752,116,16
777420,2,top,single,668670,686752,116,17
777420,2,top,field_out,690993,686752,116,18
777420,2,bottom,double,650490,687830,139,19
777420,2,bottom,single,664040,687830,139,20
777420,2,bottom,field_out,691406,687830,139,21
777420,2,bottom,field_out,666018,687830,139,22
777420,2,bottom,field_out,666624,687830,139,23
777420,3,top,strikeout,650402,686752,116,24
777420,3,top,double,681481,686752,116,25
777420,3,top,strikeout,682985,686752,116,26
777420,3,top,strikeout,672761,686752,116,27
777420,3,bottom,field_out,666139,687830,139,28
777420,3,bottom,field_out,676609,687830,139,29
777420,3,bottom,field_out,670764,687830,139,30
777420,4,top,hit_by_pitch,595879,686752,116,31
777420,4,top,strikeout,656716,686752,116,32
777420,4,top,single,678009,686752,116,33
777420,4,top,field_out,668670,686752,116,34
777420,4,top,strikeout,690993,686752,116,35
777420,4,bottom,home_run,643376,687830,139,36
777420,4,bottom,strikeout,650490,687830,139,37
777420,4,bottom,field_out,664040,687830,139,38
777420,4,bottom,home_run,691406,687830,139,39
777420,4,bottom,field_out,666018,687830,139,40
777420,5,top,field_out,650402,686752,116,41
777420,5,top,field_out,681481,686752,116,42
777420,5,top,strikeout,682985,686752,116,43
777420,5,bottom,field_out,666624,687830,139,44
777420,5,bottom,strikeout,666139,687830,139,45
777420,5,bottom,field_out,676609,687830,139,46
777420,6,top,field_out,672761,801434,116,47
777420,6,top,field_out,595879,801434,116,48
777420,6,top,field_out,656716,801434,116,49
777420,6,bottom,field_out,670764,687830,139,50
777420,6,bottom,field_out,643376,687830,139,51
777420,6,bottom,single,650490,687830,139,52
777420,6,bottom,field_out,664040,687830,139,53
777420,7,top,strikeout,678009,801434,116,54
777420,7,top,field_out,668670,801434,116,55
777420,7,top,walk,690993,801434,116,56
777420,7,top,walk,650402,801434,116,57
777420,7,top,field_out,681481,801434,116,58
777420,7,bottom,field_out,691406,687830,139,59
777420,7,bottom,strikeout,666018,687830,139,60
777420,7,bottom,home_run,666624,687830,139,61
777420,7,bottom,field_out,666139,687830,139,62
777420,8,top,field_out,682985,682254,116,63
777420,8,top,single,672761,682254,116,64
777420,8,top,single,595879,682254,116,65
777420,8,top,double,663330,682254,116,66
777420,8,top,sac_fly,693307,687330,116,67
777420,8,top,strikeout,700242,687330,116,68
777420,8,bottom,field_out,676609,681916,139,69
777420,8,bottom,field_out,670764,681916,139,70
777420,8,bottom,field_out,643376,681916,139,71
777420,9,top,single,690993,687330,116,72
777420,9,top,grounded_into_double_play,650402,687330,116,73
777420,9,top,strikeout,681481,687330,116,74
777422,1,top,field_out,702616,657376,110,0
777422,1,top,walk,676059,657376,110,1
777422,1,top,walk,683002,657376,110,2
777422,1,top,strikeout,656811,657376,110,3
777422,1,top,field_out,657656,657376,110,4
777422,1,bottom,field_out,700250,621107,147,5
777422,1,bottom,home_run,663757,621107,147,6
777422,1,bottom,walk,592450,621107,147,7
777422,1,bottom,single,641355,621107,147,8
777422,1,bottom,strikeout,665862,621107,147,9
777422,1,bottom,strikeout,691176,621107,147,10
777422,2,top,strikeout,681297,657376,110,11
777422,2,top,field_out,596142,657376,110,12
777422,2,top,strikeout,656775,657376,110,13
777422,2,bottom,strikeout,683011,621107,147,14
777422,2,bottom,home_run,641555,621107,147,15
777422,2,bottom,field_out,672724,621107,147,16
777422,2,bottom,home_run,700250,621107,147,17
777422,2,bottom,single,663757,621107,147,18
777422,2,bottom,walk,592450,621107,147,19
777422,2,bottom,field_out,641355,621107,147,20
777422,3,top,field_out,602104,657376,110,21
777422,3,top,strikeout,702616,657376,110,22
777422,3,top,field_out,691723,657376,110,23
777422,3,bottom,single,665862,621107,147,24
777422,3,bottom,single,691176,621107,147,25
777422,3,bottom,single,683011,621107,147,26
777422,3,bottom,sac_fly,641555,621107,147,27
777422,3,bottom,single,672724,621107,147,28
777422,3,bottom,field_out,700250,621107,147,29
777422,3,bottom,single,663757,621107,147,30
777422,3,bottom,strikeout,592450,621107,147,31
777422,4,top,field_out,683002,657376,110,32
777422,4,top,hit_by_pitch,656811,657376,110,33
777422,4,top,strikeout,657656,657376,110,34
777422,4,top,field_out,681297,657376,110,35
777422,4,bottom,field_out,641355,552640,147,36
777422,4,bottom,field_out,665862,552640,147,37
777422,4,bottom,field_out,691176,552640,147,38
777422,5,top,field_out,596142,657376,110,39
777422,5,top,field_out,656775,657376,110,40
777422,5,top,field_out,602104,657376,110,41
777422,5,bottom,home_run,683011,552640,147,42
777422,5,bottom,field_error,641555,552640,147,43
777422,5,bottom,strikeout,672724,552640,147,44
777422,5,bottom,triple,700250,552640,147,45
777422,5,bottom,strikeout,663757,552640,147,46
777422,5,bottom,field_out,592450,552640,147,47
777422,6,top,field_out,702616,657376,110,48
777422,6,top,field_out,691723,657376,110,49
777422,6,top,field_out,683002,657376,110,50
777422,6,bottom,field_out,641355,656240,147,51
777422,6,bottom,field_out,665862,656240,147,52
777422,6,bottom,walk,691176,656240,147,53
777422,6,bottom,single,683011,656240,147,54
777422,6,bottom,single,641555,656240,147,55
777422,6,bottom,force_out,672724,656240,147,56
777422,7,top,field_out,656811,657376,110,57
777422,7,top,field_out,657656,657376,110,58
777422,7,top,field_out,681297,657376,110,59
777422,7,bottom,strikeout,700250,666974,147,60
777422,7,bottom,strikeout,663757,666974,147,61
777422,7,bottom,strikeout,592450,666974,147,62
777422,8,top,single,596142,664141,110,63
777422,8,top,force_out,656775,664141,110,64
777422,8,top,field_out,602104,664141,110,65
777422,8,top,walk,702616,664141,110,66
777422,8,top,field_out,691723,664141,110,67
777422,8,bottom,field_out,641355,676679,147,68
777422,8,bottom,walk,665862,676679,147,69
777422,8,bottom,grounded_into_double_play,691176,676679,147,70
777422,9,top,strikeout,683002,664141,110,71
777422,9,top,field_out,656811,664141,110,72
777422,9,top,field_out,666185,664141,110,73
777412,1,top,single,686217,680573,158,0
777412,1,top,field_out,694192,680573,158,1
777412,1,top,single,592885,680573,158,2
777412,1,top,walk,661388,680573,158,3
777412,1,top,sac_fly,668930,680573,158,4
777412,1,top,field_out,656555,680573,158,5
777412,1,bottom,walk,621439,500779,142,6
777412,1,bottom,force_out,680777,500779,142,7
777412,1,bottom,field_out,650489,500779,142,8
777412,1,bottom,walk,621043,500779,142,9
777412,1,bottom,field_out,664034,500779,142,10
777412,2,top,single,686555,680573,158,11
777412,2,top,walk,702332,680573,158,12
777412,2,top,fielders_choice,687401,680573,158,13
777412,2,top,strikeout,686217,680573,158,14
777412,2,top,sac_fly,694192,680573,158,15
777412,2,top,single,592885,680573,158,16
777412,2,top,field_out,661388,680573,158,17
777412,2,bottom,field_out,686797,500779,142,18
777412,2,bottom,single,664056,500779,142,19
777412,2,bottom,field_out,670242,500779,142,20
777412,2,bottom,walk,681146,500779,142,21
777412,2,bottom,field_out,621439,500779,142,22
777412,3,top,field_out,668930,680573,158,23
777412,3,top,field_out,656555,680573,158,24
777412,3,top,field_out,686555,680573,158,25
777412,3,bottom,walk,680777,500779,142,26
777412,3,bottom,force_out,650489,500779,142,27
777412,3,bottom,grounded_into_double_play,621043,500779,142,28
777412,4,top,field_out,702332,680573,158,29
777412,4,top,field_out,687401,680573,158,30
777412,4,top,field_out,686217,680573,158,31
777412,4,bottom,field_out,664034,500779,142,32
777412,4,bottom,field_out,686797,500779,142,33
777412,4,bottom,strikeout,664056,500779,142,34
777412,5,top,field_out,694192,680573,158,35
777412,5,top,strikeout,592885,680573,158,36
777412,5,top,walk,661388,680573,158,37
777412,5,top,field_out,668930,680573,158,38
777412,5,bottom,single,670242,500779,142,39
777412,5,bottom,field_out,681146,500779,142,40
777412,5,bottom,field_out,621439,500779,142,41
777412,5,bottom,field_out,680777,500779,142,42
777412,6,top,field_out,656555,680573,158,43
777412,6,top,field_out,686555,680573,158,44
777412,6,top,strikeout,702332,680573,158,45
777412,6,bottom,field_out,650489,500779,142,46
777412,6,bottom,double,621043,500779,142,47
777412,6,bottom,field_out,664034,500779,142,48
777412,6,bottom,field_out,686797,500779,142,49
777412,7,top,single,687401,592779,158,50
777412,7,top,sac_bunt,686217,592779,158,51
777412,7,top,field_out,694192,592779,158,52
