gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823370,2026-06-12,31,PNC Park,134,146,677952,645261
822726,2026-06-12,3309,Nationals Park,120,136,641793,682243
824826,2026-06-12,2,Oriole Park at Camden Yards,110,135,669358,656288
824425,2026-06-12,5,Progressive Field,114,116,676440,656427
824752,2026-06-12,3,Fenway Park,111,140,543243,683004
824507,2026-06-12,2602,Great American Ball Park,113,109,666157,593958
823617,2026-06-12,3289,Citi Field,121,144,690997,675911
822803,2026-06-12,14,Rogers Centre,141,147,702056,677960
824588,2026-06-12,4,Rate Field,145,119,641743,808963
823778,2026-06-12,32,American Family Field,158,143,694819,621383
824102,2026-06-12,7,Kauffman Stadium,118,117,679883,837227
823695,2026-06-12,3312,Target Field,142,138,657746,681517
824020,2026-06-12,1,Angel Stadium,108,139,691951,663556
824997,2026-06-12,5355,Las Vegas Ballpark,133,115,695611,807743
823211,2026-06-12,2395,Oracle Park,137,112,694738,665871
