gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823384,2026-05-15,31,PNC Park,134,143,677952,605400
822739,2026-05-15,3309,Nationals Park,120,110,641793,669358
824280,2026-05-15,2394,Comerica Park,116,141,669724,702056
824439,2026-05-15,5,Progressive Field,114,113,676440,671096
822983,2026-05-15,12,Tropicana Field,139,146,693855,676083
823707,2026-05-15,3312,Target Field,142,158,657746,689441
824925,2026-05-15,4705,Truist Park,144,111,675911,813349
823629,2026-05-15,3289,Citi Field,121,147,605280,693645
824601,2026-05-15,4,Rate Field,145,112,680732,665795
824194,2026-05-15,2392,Daikin Park,117,140,681293,683004
823061,2026-05-15,2889,Busch Stadium,138,118,669160,608379
824360,2026-05-15,19,Coors Field,115,109,607536,518876
824037,2026-05-15,1,Angel Stadium,108,119,686799,694361
823140,2026-05-15,680,T-Mobile Park,136,135,676106,681190
825009,2026-05-15,2529,Sutter Health Park,133,137,650644,641816
