gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823554,2026-05-02,3313,Yankee Stadium,147,110,677960,680694
823715,2026-05-02,3312,Target Field,142,141,687570,656302
824685,2026-05-02,17,Wrigley Field,112,109,684007,669194
825014,2026-05-02,2529,Sutter Health Park,133,114,682052,677944
823388,2026-05-02,31,PNC Park,134,113,669387,695076
822746,2026-05-02,3309,Nationals Park,120,158,656492,690986
824771,2026-05-02,3,Fenway Park,111,117,813349,681293
823876,2026-05-02,4169,loanDepot park,146,143,676974,691725
822988,2026-05-02,12,Tropicana Field,139,137,643377,694738
823067,2026-05-02,2889,Busch Stadium,138,119,700241,808963
824284,2026-05-02,2394,Comerica Park,116,140,672456,677958
824365,2026-05-02,19,Coors Field,115,144,657514,519242
823308,2026-05-02,2680,Petco Park,135,145,650633,680732
824042,2026-05-02,1,Angel Stadium,108,121,672282,690997
823144,2026-05-02,680,T-Mobile Park,136,118,676106,607625
