gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747038,2024-05-15,2,Oriole Park at Camden Yards,110,141,680694,579328
746472,2024-05-15,2394,Comerica Park,116,146,663554,669432
745992,2024-05-15,32,American Family Field,158,134,688107,527048
746795,2024-05-15,4,Guaranteed Rate Field,145,120,676979,571578
747203,2024-05-15,15,Chase Field,109,113,694297,671096
745417,2024-05-15,2680,Petco Park,135,115,650633,596295
745259,2024-05-15,680,T-Mobile Park,136,118,693433,679525
745582,2024-05-15,2681,Citizens Bank Park,143,121,624133,664192
746960,2024-05-15,3,Fenway Park,111,139,656557,671737
747123,2024-05-15,4705,Truist Park,144,112,450203,665871
745908,2024-05-15,3312,Target Field,142,147,641154,573186
745015,2024-05-15,5325,Globe Life Field,140,114,592351,471911
746397,2024-05-15,2392,Minute Maid Park,117,133,664285,605156
746231,2024-05-15,1,Angel Stadium,108,138,656288,458681
745341,2024-05-15,2395,Oracle Park,137,119,657277,622694
