gamePk,inning,half,event_type,batter_id,pitcher_id,bat_team_id,at_bat_index
824089,1,top,double,607208,702070,143,0
824089,1,top,strikeout,656941,702070,143,1
824089,1,top,walk,547180,702070,143,2
824089,1,top,double,664761,702070,143,3
824089,1,top,strikeout,669016,702070,143,4
824089,1,top,walk,624641,702070,143,5
824089,1,top,field_out,681082,702070,143,6
824089,1,bottom,walk,657041,650911,118,7
824089,1,bottom,force_out,677951,650911,118,8
824089,1,bottom,single,521692,650911,118,9
824089,1,bottom,force_out,695506,650911,118,10
824089,1,bottom,single,679845,650911,118,11
824089,1,bottom,single,516782,650911,118,12
824089,1,bottom,single,686475,650911,118,13
824089,1,bottom,home_run,571912,650911,118,14
824089,1,bottom,strikeout,668942,650911,118,15
824089,2,top,strikeout,592663,702070,143,16
824089,2,top,single,656537,702070,143,17
824089,2,top,single,607208,702070,143,18
824089,2,top,strikeout,656941,702070,143,19
824089,2,top,walk,547180,702070,143,20
824089,2,top,field_out,664761,702070,143,21
824089,2,bottom,single,657041,650911,118,22
824089,2,bottom,double_play,677951,650911,118,23
824089,2,bottom,home_run,521692,650911,118,24
824089,2,bottom,field_out,695506,650911,118,25
824089,3,top,field_out,669016,702070,143,26
824089,3,top,field_out,624641,702070,143,27
824089,3,top,single,681082,702070,143,28
824089,3,top,single,592663,702070,143,29
824089,3,top,field_out,656537,702070,143,30
824089,3,bottom,single,679845,650911,118,31
824089,3,bottom,field_out,516782,650911,118,32
824089,3,bottom,double,686475,650911,118,33
824089,3,bottom,field_out,571912,650911,118,34
824089,4,top,field_out,607208,702070,143,35
824089,4,top,walk,656941,702070,143,36
824089,4,top,strikeout,547180,702070,143,37
824089,4,top,force_out,664761,702070,143,38
824089,4,bottom,field_out,668942,650911,118,39
824089,4,bottom,home_run,657041,650911,118,40
824089,4,bottom,single,677951,650911,118,41
824089,4,bottom,double,521692,650911,118,42
824089,4,bottom,strikeout,695506,686751,118,43
824089,4,bottom,walk,679845,686751,118,44
824089,4,bottom,force_out,516782,686751,118,45
824089,5,top,strikeout,669016,702070,143,46
824089,5,top,field_out,624641,702070,143,47
824089,5,top,walk,681082,702070,143,48
824089,5,top,strikeout,592663,702070,143,49
824089,5,bottom,home_run,686475,621383,118,50
824089,5,bottom,field_out,571912,621383,118,51
824089,5,bottom,field_out,668942,621383,118,52
824089,5,bottom,strikeout,657041,621383,118,53
824089,6,top,strikeout,656537,674444,143,54
824089,6,top,single,607208,674444,143,55
824089,6,top,strikeout,656941,674444,143,56
824089,6,top,walk,547180,674444,143,57
824089,6,top,force_out,664761,674444,143,58
824089,6,bottom,single,677951,679775,118,59
824089,6,bottom,field_out,521692,679775,118,60
824089,6,bottom,strikeout,695506,679775,118,61
824089,6,bottom,single,679845,679775,118,62
824089,6,bottom,single,516782,679775,118,63
824089,6,bottom,single,686475,679775,118,64
824089,6,bottom,field_out,571912,679775,118,65
824089,7,top,walk,669016,694360,143,66
824089,7,top,grounded_into_double_play,624641,694360,143,67
824089,7,top,single,681082,694360,143,68
824089,7,top,single,687282,694360,143,69
824089,7,top,strikeout,656537,694360,143,70
824089,7,bottom,field_out,668942,642152,118,71
824089,7,bottom,walk,670224,642152,118,72
824089,7,bottom,walk,686681,642152,118,73
824089,7,bottom,hit_by_pitch,521692,642152,118,74
