gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747042,2024-05-12,2,Oriole Park at Camden Yards,110,109,665152,668678
746965,2024-05-12,3,Fenway Park,111,120,678394,669022
745499,2024-05-12,31,PNC Park,134,112,663559,543294
744941,2024-05-12,14,Rogers Centre,141,142,666201,641927
746476,2024-05-12,2394,Comerica Park,116,117,656427,434378
746068,2024-05-12,4169,loanDepot park,146,143,666129,554430
745092,2024-05-12,12,Tropicana Field,139,147,641302,661563
746798,2024-05-12,4,Guaranteed Rate Field,145,114,647336,671106
745990,2024-05-12,32,American Family Field,158,138,669060,571945
746555,2024-05-12,19,Coors Field,115,140,621389,570632
745345,2024-05-12,2395,Oracle Park,137,113,690986,593423
746234,2024-05-12,1,Angel Stadium,108,118,663776,607625
745419,2024-05-12,2680,Petco Park,135,119,506433,621111
745255,2024-05-12,680,T-Mobile Park,136,133,622491,622072
745825,2024-05-12,3289,Citi Field,121,144,622663,693821
