gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746778,2024-06-29,4,Guaranteed Rate Field,145,115,686563,615698
745159,2024-06-29,2889,Busch Stadium,138,113,543243,686730
744921,2024-06-29,14,Rogers Centre,141,147,605135,641482
745559,2024-06-29,2681,Citizens Bank Park,143,146,605400,682610
746289,2024-06-29,7,Kauffman Stadium,118,114,666142,676440
745801,2024-06-29,3289,Citi Field,121,117,656731,664285
747186,2024-06-29,15,Chase Field,109,133,668678,663687
746940,2024-06-29,3,Fenway Park,111,135,656557,650633
745071,2024-06-29,12,Tropicana Field,139,120,650644,663623
747104,2024-06-29,4705,Truist Park,144,134,608331,694973
745972,2024-06-29,32,American Family Field,158,112,668964,657006
745317,2024-06-29,2395,Oracle Park,137,119,669062,607192
747018,2024-06-29,2,Oriole Park at Camden Yards,110,140,700249,547179
746211,2024-06-29,1,Angel Stadium,108,116,656288,681857
745239,2024-06-29,680,T-Mobile Park,136,142,682243,641154
