gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
745504,2024-05-05,31,PNC Park,134,115,663559,663372
744861,2024-05-05,3309,Nationals Park,120,141,669022,666201
745751,2024-05-05,3313,Yankee Stadium,147,116,641482,669373
746643,2024-05-05,5,Progressive Field,114,108,471911,656288
745103,2024-05-05,12,Tropicana Field,139,121,686752,622663
746395,2024-05-05,2392,Minute Maid Park,117,136,686613,682243
746314,2024-05-05,7,Kauffman Stadium,118,140,663738,592351
745913,2024-05-05,3312,Target Field,142,111,657746,681867
745185,2024-05-05,2889,Busch Stadium,138,145,669461,676979
746883,2024-05-05,17,Wrigley Field,112,158,665871,642547
745667,2024-05-05,10,Oakland Coliseum,133,146,671212,664350
746719,2024-05-05,2602,Great American Ball Park,113,110,666157,665152
747206,2024-05-05,15,Chase Field,109,135,669194,663362
746153,2024-05-05,22,Dodger Stadium,119,144,572020,608331
745587,2024-05-05,2681,Citizens Bank Park,143,137,592836,657277
