gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747106,2024-06-19,4705,Truist Park,144,116,625643,669373
745489,2024-06-19,31,PNC Park,134,113,656605,668881
746050,2024-06-19,4169,loanDepot park,146,138,630023,669461
745561,2024-06-19,2681,Citizens Bank Park,143,135,624133,663362
746864,2024-06-19,17,Wrigley Field,112,137,543294,669062
744842,2024-06-19,3309,Nationals Park,120,109,571578,694297
746625,2024-06-19,5,Progressive Field,114,136,676440,693433
745732,2024-06-19,3313,Yankee Stadium,147,110,543037,700249
744920,2024-06-19,14,Rogers Centre,141,111,592332,678394
745887,2024-06-19,3312,Target Field,142,139,657746,671737
745002,2024-06-19,5325,Globe Life Field,140,121,571760,640455
746781,2024-06-19,4,Guaranteed Rate Field,145,117,676979,686613
746538,2024-06-19,19,Coors Field,115,119,663372,676272
746219,2024-06-19,1,Angel Stadium,108,158,542881,642547
745646,2024-06-19,10,Oakland Coliseum,133,118,665622,666142
