gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777640,2025-06-05,4705,Truist Park,144,109,656550,694297
777642,2025-06-05,2889,Busch Stadium,138,118,571945,702070
777635,2025-06-05,2889,Busch Stadium,138,118,669461,666142
777634,2025-06-05,4,Rate Field,145,116,680732,663554
777637,2025-06-05,14,Rogers Centre,141,143,605135,666200
777636,2025-06-05,2529,Sutter Health Park,133,142,687765,701581
777628,2025-06-05,680,T-Mobile Park,136,110,693433,621107
777633,2025-06-05,2395,Oracle Park,137,135,592662,656302
777631,2025-06-05,22,Dodger Stadium,119,121,689017,656849
777630,2025-06-05,31,PNC Park,134,117,656605,664285
777632,2025-06-05,3309,Nationals Park,120,112,663623,519141
777644,2025-06-05,3313,Yankee Stadium,147,114,608331,677944
777629,2025-06-05,2523,George M. Steinbrenner Field,139,140,686752,683004
