gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777505,2025-06-15,2394,Comerica Park,116,113,663947,489119
777501,2025-06-15,2,Oriole Park at Camden Yards,110,108,656240,579328
777499,2025-06-15,2681,Citizens Bank Park,143,141,554430,621244
777504,2025-06-15,4705,Truist Park,144,115,656550,596295
777503,2025-06-15,3309,Nationals Park,120,146,669022,691587
777500,2025-06-15,3,Fenway Park,111,147,678394,608331
777502,2025-06-15,3289,Citi Field,121,139,656288,669358
777496,2025-06-15,7,Kauffman Stadium,118,133,702070,605488
777494,2025-06-15,2392,Daikin Park,117,142,687888,680573
777492,2025-06-15,32,American Family Field,158,138,682990,571945
777497,2025-06-15,17,Wrigley Field,112,134,607067,656605
777493,2025-06-15,5325,Globe Life Field,140,145,677958,650644
777491,2025-06-15,15,Chase Field,109,135,518876,601713
777495,2025-06-15,680,T-Mobile Park,136,114,676106,682847
777498,2025-06-15,22,Dodger Stadium,119,137,669160,663546
