gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
822820,2026-05-09,14,Rogers Centre,141,108,702056,686799
824847,2026-05-09,2,Oriole Park at Camden Yards,110,133,669358,650644
824523,2026-05-09,2602,Great American Ball Park,113,117,695505,681293
823869,2026-05-09,4169,loanDepot park,146,120,676083,663992
823468,2026-05-09,2681,Citizens Bank Park,143,115,605400,607536
824444,2026-05-09,5,Progressive Field,114,142,676440,657746
822905,2026-05-09,5325,Globe Life Field,140,112,683004,665795
824115,2026-05-09,7,Kauffman Stadium,118,116,608379,572143
824606,2026-05-09,4,Rate Field,145,136,641743,622491
823792,2026-05-09,32,American Family Field,158,147,690986,693645
825089,2026-05-09,15,Chase Field,109,121,518876,605280
823304,2026-05-09,2680,Petco Park,135,138,681190,669160
823224,2026-05-09,2395,Oracle Park,137,134,694738,677952
823955,2026-05-09,22,UNIQLO Field at Dodger Stadium,119,144,605483,675911
824766,2026-05-09,3,Fenway Park,111,139,801139,607259
