gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824445,2026-04-29,5,Progressive Field,114,139,668909,656876
824608,2026-04-29,4,Rate Field,145,108,607200,579328
823717,2026-04-29,3312,Target Field,142,136,671737,669923
822907,2026-04-29,5325,Globe Life Field,140,147,543135,695684
822821,2026-04-29,14,Rogers Centre,141,111,641778,678394
823958,2026-04-29,22,UNIQLO Field at Dodger Stadium,119,146,607192,645261
823312,2026-04-29,2680,Petco Park,135,112,663362,592791
824525,2026-04-29,2602,Great American Ball Park,113,115,682227,608372
823392,2026-04-29,31,PNC Park,134,138,696149,669467
823633,2026-04-29,3289,Citi Field,121,120,656849,676917
824930,2026-04-29,4705,Truist Park,144,116,702275,669373
823796,2026-04-29,32,American Family Field,158,109,687075,593958
825015,2026-04-29,2529,Sutter Health Park,133,118,622663,608379
823471,2026-04-29,2681,Citizens Bank Park,143,137,650911,657277
824850,2026-04-29,2,Oriole Park at Camden Yards,110,117,605135,663567
