gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777888,2025-05-17,3313,Yankee Stadium,147,121,657376,656288
777881,2025-05-17,17,Wrigley Field,112,145,571510,680732
777886,2025-05-17,14,Rogers Centre,141,116,641778,681857
777890,2025-05-17,2,Oriole Park at Camden Yards,110,120,502043,663623
777889,2025-05-17,4169,loanDepot park,146,139,645261,656876
777894,2025-05-17,2681,Citizens Bank Park,143,134,554430,669387
777892,2025-05-17,2602,Great American Ball Park,113,114,608718,677944
777882,2025-05-17,5325,Globe Life Field,140,117,641816,669854
777885,2025-05-17,7,Kauffman Stadium,118,138,702070,571945
777893,2025-05-17,3,Fenway Park,111,144,608337,656550
777883,2025-05-17,32,American Family Field,158,142,668964,641154
777887,2025-05-17,15,Chase Field,109,115,668678,608566
777875,2025-05-17,2680,Petco Park,135,136,601713,676106
777879,2025-05-17,2395,Oracle Park,137,133,694738,622663
777884,2025-05-17,22,Dodger Stadium,119,108,477132,542881
