gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824830,2026-06-09,2,Oriole Park at Camden Yards,110,136,669432,669302
823374,2026-06-09,31,PNC Park,134,119,694973,641778
822969,2026-06-09,12,Tropicana Field,139,111,607259,801139
824267,2026-06-09,2394,Comerica Park,116,142,675512,671737
823858,2026-06-09,4169,loanDepot park,146,109,676974,668678
824429,2026-06-09,5,Progressive Field,114,147,677944,543037
822805,2026-06-09,14,Rogers Centre,141,143,656302,554430
823620,2026-06-09,3289,Citi Field,121,138,642547,669160
824105,2026-06-09,7,Kauffman Stadium,118,140,663568,543135
824591,2026-06-09,4,Rate Field,145,144,685126,656550
824347,2026-06-09,19,Coors Field,115,112,608372,607067
824023,2026-06-09,1,Angel Stadium,108,117,700712,678906
823290,2026-06-09,2680,Petco Park,135,113,608337,695505
823214,2026-06-09,2395,Oracle Park,137,120,605288,674841
824999,2026-06-09,5355,Las Vegas Ballpark,133,158,669372,688107
