gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777380,2025-06-24,2,Oriole Park at Camden Yards,110,140,450203,656641
777386,2025-06-24,2394,Comerica Park,116,133,669373,622663
777384,2025-06-24,5,Progressive Field,114,141,671106,641778
777387,2025-06-24,3289,Citi Field,121,144,593423,675911
777385,2025-06-24,2602,Great American Ball Park,113,147,695505,607074
777378,2025-06-24,7,Kauffman Stadium,118,139,663460,671737
777375,2025-06-24,3312,Target Field,142,136,663978,622491
777383,2025-06-24,4,Rate Field,145,109,673929,669194
777374,2025-06-24,32,American Family Field,158,134,642547,571760
777373,2025-06-24,2889,Busch Stadium,138,112,700241,592791
777377,2025-06-24,2392,Daikin Park,117,143,664285,624133
777379,2025-06-24,19,Coors Field,115,119,608566,676263
777376,2025-06-24,1,Angel Stadium,108,111,542881,676979
777372,2025-06-24,2680,Petco Park,135,120,686701,592866
777364,2025-06-24,2395,Oracle Park,137,146,434378,615698
