gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823694,2026-06-13,3312,Target Field,142,138,687570,669461
822802,2026-06-13,14,Rogers Centre,141,147,592332,693645
824828,2026-06-13,2,Oriole Park at Camden Yards,110,135,694346,681190
822725,2026-06-13,3309,Nationals Park,120,136,676917,622491
823369,2026-06-13,31,PNC Park,134,146,696149,669199
824508,2026-06-13,2602,Great American Ball Park,113,109,695076,647336
824426,2026-06-13,5,Progressive Field,114,116,676282,669373
824749,2026-06-13,3,Fenway Park,111,140,624133,594798
823616,2026-06-13,3289,Citi Field,121,144,640455,527048
824587,2026-06-13,4,Rate Field,145,119,680732,808967
824100,2026-06-13,7,Kauffman Stadium,118,117,702070,681347
823776,2026-06-13,32,American Family Field,158,143,675660,605400
824995,2026-06-13,5355,Las Vegas Ballpark,133,115,683155,607536
823213,2026-06-13,2395,Oracle Park,137,112,686790,676962
824019,2026-06-13,1,Angel Stadium,108,139,667755,643377
