gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824693,2026-04-17,17,Wrigley Field,112,121,665795,673540
824454,2026-04-17,5,Progressive Field,114,110,676440,605135
823476,2026-04-17,2681,Citizens Bank Park,143,144,592836,527048
822752,2026-04-17,3309,Nationals Park,120,137,641793,657277
823397,2026-04-17,31,PNC Park,134,139,696149,607259
823559,2026-04-17,3313,Yankee Stadium,147,118,693645,608379
823883,2026-04-17,4169,loanDepot park,146,158,676083,689441
824778,2026-04-17,3,Fenway Park,111,116,624133,663554
824207,2026-04-17,2392,Daikin Park,117,138,663567,681517
823720,2026-04-17,3312,Target Field,142,113,657746,682227
824373,2026-04-17,19,Coors Field,115,119,608372,607192
824048,2026-04-17,1,Angel Stadium,108,135,667755,663362
823152,2026-04-17,680,T-Mobile Park,136,140,669302,594798
825101,2026-04-17,15,Chase Field,109,141,647336,680755
825019,2026-04-17,2529,Sutter Health Park,133,145,650644,663436
