gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746633,2024-05-21,5,Progressive Field,114,121,675540,605288
746716,2024-05-21,2602,Great American Ball Park,113,135,671096,605397
745503,2024-05-21,31,PNC Park,134,137,527048,657277
745578,2024-05-21,2681,Citizens Bank Park,143,140,624133,592351
746058,2024-05-21,4169,loanDepot park,146,158,669432,688107
744860,2024-05-21,3309,Nationals Park,120,142,571578,657746
745090,2024-05-21,12,Tropicana Field,139,111,641793,681867
745742,2024-05-21,3313,Yankee Stadium,147,136,657376,693433
744936,2024-05-21,14,Rogers Centre,141,145,579328,676979
746309,2024-05-21,7,Kauffman Stadium,118,116,679525,663554
746875,2024-05-21,17,Wrigley Field,112,144,665871,450203
745180,2024-05-21,2889,Busch Stadium,138,110,458681,680694
746385,2024-05-21,2392,Minute Maid Park,117,108,664299,656288
745662,2024-05-21,10,Oakland Coliseum,133,115,605156,615698
746145,2024-05-21,22,Dodger Stadium,119,109,694813,694297
