gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777780,2025-05-25,2394,Comerica Park,116,114,669373,671106
777785,2025-05-25,3,Fenway Park,111,110,621111,665152
777778,2025-05-25,3309,Nationals Park,120,137,647336,592662
777776,2025-05-25,31,PNC Park,134,158,663559,701656
777779,2025-05-25,2602,Great American Ball Park,113,112,666157,676962
777775,2025-05-25,2523,George M. Steinbrenner Field,139,141,686752,605135
777774,2025-05-25,2392,Daikin Park,117,136,676467,622491
777772,2025-05-25,3312,Target Field,142,118,641927,663460
777777,2025-05-25,4,Rate Field,145,140,663436,571578
777766,2025-05-25,2889,Busch Stadium,138,109,543243,694297
777768,2025-05-25,19,Coors Field,115,147,622608,701542
777765,2025-05-25,2529,Sutter Health Park,133,143,680684,666200
777767,2025-05-25,1,Angel Stadium,108,146,543294,665795
777783,2025-05-25,4705,Truist Park,144,135,680885,656302
777773,2025-05-25,3289,Citi Field,121,119,673540,689017
