gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746865,2024-06-15,17,Wrigley Field,112,138,684007,669467
744925,2024-06-15,14,Rogers Centre,141,114,670950,471911
745329,2024-06-15,2395,Oracle Park,137,108,676775,663776
747024,2024-06-15,2,Oriole Park at Camden Yards,110,143,680570,592836
744846,2024-06-15,3309,Nationals Park,120,146,687792,669432
746381,2024-06-15,2392,Minute Maid Park,117,116,681293,656427
745805,2024-06-15,3289,Citi Field,121,135,500779,800049
747113,2024-06-15,4705,Truist Park,144,139,450203,686752
745976,2024-06-15,32,American Family Field,158,113,657649,671096
745241,2024-06-15,680,T-Mobile Park,136,140,669923,543135
746946,2024-06-15,3,Fenway Park,111,147,681867,607074
746135,2024-06-15,22,Dodger Stadium,119,118,808967,607625
746547,2024-06-15,19,Coors Field,115,134,621389,683003
747187,2024-06-15,15,Chase Field,109,145,543518,607200
745891,2024-06-15,3312,Target Field,142,133,641927,683155
