gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777809,2025-05-24,3,Fenway Park,111,110,690928,621107
777790,2025-05-24,3,Fenway Park,111,110,608337,669432
777788,2025-05-24,3312,Target Field,142,118,805673,608379
777786,2025-05-24,2889,Busch Stadium,138,109,669461,518876
777793,2025-05-24,3309,Nationals Park,120,137,663623,690986
777794,2025-05-24,31,PNC Park,134,158,656605,682990
777791,2025-05-24,2602,Great American Ball Park,113,112,671096,607067
777787,2025-05-24,2392,Daikin Park,117,136,664285,693433
777803,2025-05-24,4705,Truist Park,144,135,656550,669308
777792,2025-05-24,4,Rate Field,145,140,669060,683004
777782,2025-05-24,19,Coors Field,115,147,607536,608331
777795,2025-05-24,2523,George M. Steinbrenner Field,139,141,669358,621244
777796,2025-05-24,2394,Comerica Park,116,114,663554,682847
777789,2025-05-24,3289,Citi Field,121,119,656849,664062
777784,2025-05-24,2529,Sutter Health Park,133,143,605488,650911
777781,2025-05-24,1,Angel Stadium,108,146,667755,615698
