gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824263,2026-06-20,2394,Comerica Park,116,145,675512,656794
823532,2026-06-20,3313,Yankee Stadium,147,113,701542,671096
824665,2026-06-20,17,Wrigley Field,112,141,607067,571578
822885,2026-06-20,5325,Globe Life Field,140,135,669022,621111
822967,2026-06-20,12,Tropicana Field,139,120,693855,676917
823854,2026-06-20,4169,loanDepot park,146,137,676974,686790
824909,2026-06-20,4705,Truist Park,144,158,519242,690986
824180,2026-06-20,2392,Daikin Park,117,114,681293,676282
823447,2026-06-20,2681,Citizens Bank Park,143,121,650911,642547
824342,2026-06-20,19,Coors Field,115,134,608372,694973
824988,2026-06-20,2529,Sutter Health Park,133,108,669372,700712
823937,2026-06-20,22,UNIQLO Field at Dodger Stadium,119,110,808967,669432
823126,2026-06-20,680,T-Mobile Park,136,111,676106,813349
825068,2026-06-20,15,Chase Field,109,142,668678,671737
