gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777609,2025-06-07,2394,Comerica Park,116,112,663947,592791
777623,2025-06-07,2602,Great American Ball Park,113,109,666157,593958
777600,2025-06-07,3312,Target Field,142,141,663978,592332
777601,2025-06-07,2889,Busch Stadium,138,119,607200,808967
777610,2025-06-07,3309,Nationals Park,120,140,680730,594798
777607,2025-06-07,31,PNC Park,134,143,571760,624133
777598,2025-06-07,2395,Oracle Park,137,144,657277,693821
777612,2025-06-07,2602,Great American Ball Park,113,109,607259,669194
777608,2025-06-07,5,Progressive Field,114,117,668909,686613
777606,2025-06-07,4,Rate Field,145,118,605288,608379
777611,2025-06-07,2523,George M. Steinbrenner Field,139,146,671737,677960
777605,2025-06-07,3313,Yankee Stadium,147,111,642232,676979
777597,2025-06-07,32,American Family Field,158,135,500779,663568
777603,2025-06-07,1,Angel Stadium,108,136,686799,622491
777604,2025-06-07,19,Coors Field,115,121,608566,605280
777599,2025-06-07,2529,Sutter Health Park,133,110,622663,450203
