gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823878,2026-04-22,4169,loanDepot park,146,138,676083,681517
824449,2026-04-22,5,Progressive Field,114,117,676440,663567
822993,2026-04-22,12,Tropicana Field,139,113,607259,682227
824123,2026-04-22,7,Kauffman Stadium,118,110,608379,605135
824044,2026-04-22,1,Angel Stadium,108,141,667755,641778
823147,2026-04-22,680,T-Mobile Park,136,133,669302,650644
824286,2026-04-22,2394,Comerica Park,116,158,663554,669084
822748,2026-04-22,3309,Nationals Park,120,144,641793,800311
824774,2026-04-22,3,Fenway Park,111,147,624133,608331
823641,2026-04-22,3289,Citi Field,121,142,605280,687570
824688,2026-04-22,17,Wrigley Field,112,143,571510,679775
822913,2026-04-22,5325,Globe Life Field,140,134,683004,677952
824367,2026-04-22,19,Coors Field,115,135,608372,621111
825097,2026-04-22,15,Chase Field,109,145,593958,641743
823231,2026-04-22,2395,Oracle Park,137,119,641816,660271
