gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777944,2025-05-13,5,Progressive Field,114,158,671106,682990
777940,2025-05-13,2394,Comerica Park,116,111,663947,678394
777945,2025-05-13,2602,Great American Ball Park,113,145,671096,686563
777935,2025-05-13,14,Rogers Centre,141,139,621244,669358
777943,2025-05-13,3289,Citi Field,121,134,673540,656605
777942,2025-05-13,4705,Truist Park,144,120,680885,647336
777936,2025-05-13,17,Wrigley Field,112,146,676962,678368
777934,2025-05-13,5325,Globe Life Field,140,115,683004,607536
777931,2025-05-13,2392,Daikin Park,117,118,664285,663460
777932,2025-05-13,2680,Petco Park,135,108,656302,667755
777926,2025-05-13,680,T-Mobile Park,136,147,693433,608331
777930,2025-05-13,2395,Oracle Park,137,109,592662,694297
777937,2025-05-13,22,Dodger Stadium,119,133,689017,605488
777938,2025-05-13,2,Oriole Park at Camden Yards,110,142,700249,680573
777933,2025-05-13,2681,Citizens Bank Park,143,138,666200,543243
