gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
745169,2024-06-07,2889,Busch Stadium,138,115,458681,596295
745496,2024-06-07,31,PNC Park,134,142,656605,657746
746466,2024-06-07,2394,Comerica Park,116,158,681857,668964
744845,2024-06-07,3309,Nationals Park,120,144,663623,519242
745083,2024-06-07,12,Tropicana Field,139,110,650644,608344
745737,2024-06-07,3313,Yankee Stadium,147,119,547001,808967
746704,2024-06-07,2602,Great American Ball Park,113,112,666157,657006
746053,2024-06-07,4169,loanDepot park,146,114,677960,671106
745008,2024-06-07,5325,Globe Life Field,140,137,547179,657277
746302,2024-06-07,7,Kauffman Stadium,118,136,663738,682243
746785,2024-06-07,4,Guaranteed Rate Field,145,111,676979,681867
746220,2024-06-07,1,Angel Stadium,108,117,656288,664285
745406,2024-06-07,2680,Petco Park,135,109,650633,694297
745655,2024-06-07,10,Oakland Coliseum,133,141,663687,605135
