gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777739,2025-05-28,5,Progressive Field,114,119,663465,477132
777738,2025-05-28,2394,Comerica Park,116,137,695549,694738
777732,2025-05-28,2523,George M. Steinbrenner Field,139,142,656876,641154
777737,2025-05-28,3289,Citi Field,121,145,656288,681343
777736,2025-05-28,32,American Family Field,158,111,642547,678394
777734,2025-05-28,2392,Daikin Park,117,133,621121,622663
777729,2025-05-28,15,Chase Field,109,134,668678,694973
777726,2025-05-28,2680,Petco Park,135,146,606996,645261
777740,2025-05-28,2,Oriole Park at Camden Yards,110,138,700249,571945
777733,2025-05-28,7,Kauffman Stadium,118,113,702070,668881
777731,2025-05-28,17,Wrigley Field,112,115,571510,685299
777724,2025-05-28,5325,Globe Life Field,140,141,641816,687606
777728,2025-05-28,1,Angel Stadium,108,147,579328,657376
777730,2025-05-28,680,T-Mobile Park,136,120,669923,592866
777735,2025-05-28,2681,Citizens Bank Park,143,144,554430,700363
