gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777960,2025-05-12,5,Progressive Field,114,158,594902,642547
777951,2025-05-12,2394,Comerica Park,116,111,695549,656557
777953,2025-05-12,2681,Citizens Bank Park,143,138,650911,669461
777950,2025-05-12,3289,Citi Field,121,134,656849,694973
777959,2025-05-12,4705,Truist Park,144,120,656550,663623
777952,2025-05-12,17,Wrigley Field,112,146,607067,615698
777949,2025-05-12,5325,Globe Life Field,140,115,641816,801403
777948,2025-05-12,2392,Daikin Park,117,118,687473,608379
777947,2025-05-12,2680,Petco Park,135,108,650633,579328
777941,2025-05-12,680,T-Mobile Park,136,147,676106,657376
777939,2025-05-12,2395,Oracle Park,137,109,434378,518876
