gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747021,2024-06-24,2,Oriole Park at Camden Yards,110,114,700249,676440
746458,2024-06-24,2394,Comerica Park,116,143,663554,605400
745078,2024-06-24,12,Tropicana Field,139,136,671737,693433
746696,2024-06-24,2602,Great American Ball Park,113,134,686730,663559
746941,2024-06-24,3,Fenway Park,111,141,656557,605135
745160,2024-06-24,2889,Busch Stadium,138,144,458681,680885
746780,2024-06-24,4,Guaranteed Rate Field,145,119,676979,572020
746298,2024-06-24,7,Kauffman Stadium,118,146,666142,682610
745974,2024-06-24,32,American Family Field,158,140,642547,547179
746218,2024-06-24,1,Angel Stadium,108,133,656288,665622
745397,2024-06-24,2680,Petco Park,135,120,663362,571578
745323,2024-06-24,2395,Oracle Park,137,112,669062,657006
