gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746479,2024-05-10,2394,Comerica Park,116,117,663554,664285
745506,2024-05-10,31,PNC Park,134,112,683003,665871
745094,2024-05-10,12,Tropicana Field,139,147,671737,657376
747043,2024-05-10,2,Oriole Park at Camden Yards,110,109,608344,694297
744940,2024-05-10,14,Rogers Centre,141,142,579328,657746
746964,2024-05-10,3,Fenway Park,111,120,656557,571578
745827,2024-05-10,3289,Citi Field,121,144,500779,450203
746071,2024-05-10,4169,loanDepot park,146,143,669432,624133
746801,2024-05-10,4,Guaranteed Rate Field,145,114,676979,471911
745993,2024-05-10,32,American Family Field,158,138,688107,458681
746553,2024-05-10,19,Coors Field,115,140,596295,592351
746240,2024-05-10,1,Angel Stadium,108,118,656288,679525
745421,2024-05-10,2680,Petco Park,135,119,650633,607192
745264,2024-05-10,680,T-Mobile Park,136,133,693433,621112
745340,2024-05-10,2395,Oracle Park,137,113,657277,671096
