gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746869,2024-06-14,17,Wrigley Field,112,138,696136,502043
746947,2024-06-14,3,Fenway Park,111,147,678394,661563
744847,2024-06-14,3309,Nationals Park,120,146,669022,641312
747025,2024-06-14,2,Oriole Park at Camden Yards,110,143,680694,624133
744924,2024-06-14,14,Rogers Centre,141,114,592332,671106
745810,2024-06-14,3289,Citi Field,121,135,640455,663362
747112,2024-06-14,4705,Truist Park,144,139,519242,641793
746378,2024-06-14,2392,Minute Maid Park,117,116,686613,669373
745892,2024-06-14,3312,Target Field,142,133,680573,687765
745979,2024-06-14,32,American Family Field,158,113,642547,668881
746545,2024-06-14,19,Coors Field,115,134,663372,669387
747191,2024-06-14,15,Chase Field,109,145,669194,623167
746134,2024-06-14,22,Dodger Stadium,119,118,694813,666142
745247,2024-06-14,680,T-Mobile Park,136,140,622491,571760
745326,2024-06-14,2395,Oracle Park,137,108,675921,542881
