gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
778022,2025-05-07,3309,Nationals Park,120,114,647336,671106
778015,2025-05-07,32,American Family Field,158,117,682990,664285
778016,2025-05-07,2889,Busch Stadium,138,134,543243,656605
778020,2025-05-07,17,Wrigley Field,112,137,676962,592662
778010,2025-05-07,2529,Sutter Health Park,133,136,680684,693433
778014,2025-05-07,15,Chase Field,109,121,518876,673540
778017,2025-05-07,4169,loanDepot park,146,119,678368,689017
778018,2025-05-07,3,Fenway Park,111,140,656557,641816
778021,2025-05-07,2523,George M. Steinbrenner Field,139,143,669358,650911
778019,2025-05-07,3313,Yankee Stadium,147,135,608331,656302
778023,2025-05-07,4705,Truist Park,144,113,656550,668881
778011,2025-05-07,3312,Target Field,142,110,680573,450203
778012,2025-05-07,7,Kauffman Stadium,118,145,608379,686563
778013,2025-05-07,19,Coors Field,115,116,801403,695549
778009,2025-05-07,1,Angel Stadium,108,141,579328,621244
