gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
778100,2025-05-01,31,PNC Park,134,112,694973,607067
778107,2025-05-01,2602,Great American Ball Park,113,138,671096,669461
778103,2025-05-01,3289,Citi Field,121,109,673540,668678
778097,2025-05-01,2523,George M. Steinbrenner Field,139,118,669358,607625
778108,2025-05-01,5,Progressive Field,114,142,594902,680573
778094,2025-05-01,4,Rate Field,145,158,680732,694477
778096,2025-05-01,5325,Globe Life Field,140,133,641816,605488
778099,2025-05-01,2681,Citizens Bank Park,143,120,592836,695418
778095,2025-05-01,14,Rogers Centre,141,111,621244,656557
778101,2025-05-01,1,Angel Stadium,108,116,579328,663554
778098,2025-05-01,2395,Oracle Park,137,115,434378,607536
