gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823002,2026-04-06,12,Tropicana Field,139,112,663556,592791
824456,2026-04-06,5,Progressive Field,114,118,676440,608379
823401,2026-04-06,31,PNC Park,134,135,696149,608566
823886,2026-04-06,4169,loanDepot park,146,113,676083,682227
822755,2026-04-06,3309,Nationals Park,120,138,641793,669467
824783,2026-04-06,3,Fenway Park,111,158,678394,605540
822832,2026-04-06,14,Rogers Centre,141,119,453286,680736
823728,2026-04-06,3312,Target Field,142,116,657746,663554
824619,2026-04-06,4,Rate Field,145,110,691799,687064
822918,2026-04-06,5325,Globe Life Field,140,136,594798,669302
824376,2026-04-06,19,Coors Field,115,117,663372,675989
824052,2026-04-06,1,Angel Stadium,108,144,667755,519242
823237,2026-04-06,2395,Oracle Park,137,143,605288,691725
