gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777326,2025-06-28,3313,Yankee Stadium,147,133,657376,676664
777324,2025-06-28,2394,Comerica Park,116,142,663554,641927
777325,2025-06-28,31,PNC Park,134,121,663559,621112
777330,2025-06-28,2,Oriole Park at Camden Yards,110,139,621107,641793
777322,2025-06-28,5325,Globe Life Field,140,136,677958,693433
777319,2025-06-28,7,Kauffman Stadium,118,119,607625,660271
777328,2025-06-28,2602,Great American Ball Park,113,135,671096,681190
777329,2025-06-28,5,Progressive Field,114,138,677944,571945
777323,2025-06-28,3,Fenway Park,111,141,608337,605135
777327,2025-06-28,4,Rate Field,145,137,605288,592662
777318,2025-06-28,15,Chase Field,109,146,694297,645261
777321,2025-06-28,32,American Family Field,158,115,682990,622608
777320,2025-06-28,2392,Daikin Park,117,112,621121,607067
777333,2025-06-28,4705,Truist Park,144,143,680885,666200
777315,2025-06-28,1,Angel Stadium,108,120,543294,647336
