gamePk,inning,half,event_type,batter_id,pitcher_id,bat_team_id,at_bat_index
777326,1,top,field_out,671732,657376,133,0
777326,1,top,field_out,805779,657376,133,1
777326,1,top,field_out,667670,657376,133,2
777326,1,bottom,field_out,502671,676664,147,3
777326,1,bottom,single,641355,676664,147,4
777326,1,bottom,grounded_into_double_play,592450,676664,147,5
777326,2,top,strikeout,701762,657376,133,6
777326,2,top,strikeout,691777,657376,133,7
777326,2,top,single,691016,657376,133,8
777326,2,top,field_out,649966,657376,133,9
777326,2,bottom,field_out,519317,676664,147,10
777326,2,bottom,field_out,665862,676664,147,11
777326,2,bottom,walk,683011,676664,147,12
777326,2,bottom,field_out,669224,676664,147,13
777326,3,top,field_out,642851,657376,133,14
777326,3,top,field_out,672016,657376,133,15
777326,3,top,field_out,671732,657376,133,16
777326,3,bottom,walk,518934,676664,147,17
777326,3,bottom,strikeout,691176,676664,147,18
777326,3,bottom,field_out,502671,676664,147,19
777326,3,bottom,walk,641355,676664,147,20
777326,3,bottom,field_out,592450,676664,147,21
777326,4,top,strikeout,805779,657376,133,22
777326,4,top,home_run,667670,657376,133,23
777326,4,top,strikeout,701762,657376,133,24
777326,4,top,field_out,691777,657376,133,25
777326,4,bottom,field_out,519317,676664,147,26
777326,4,bottom,strikeout,665862,676664,147,27
777326,4,bottom,field_out,683011,676664,147,28
777326,5,top,strikeout,691016,657376,133,29
777326,5,top,single,649966,657376,133,30
777326,5,top,strikeout,642851,657376,133,31
777326,5,top,field_out,672016,657376,133,32
777326,5,bottom,field_out,669224,676664,147,33
777326,5,bottom,strikeout,518934,676664,147,34
777326,5,bottom,strikeout,691176,676664,147,35
777326,6,top,walk,671732,657376,133,36
777326,6,top,walk,805779,657376,133,37
777326,6,top,strikeout,667670,657376,133,38
777326,6,top,home_run,701762,657376,133,39
777326,6,top,field_out,691777,657376,133,40
777326,6,top,field_out,691016,657376,133,41
777326,6,bottom,single,502671,676664,147,42
777326,6,bottom,field_out,641355,676664,147,43
777326,6,bottom,field_out,592450,676664,147,44
777326,6,bottom,field_out,519317,678022,147,45
777326,7,top,field_out,649966,641656,133,46
777326,7,top,field_out,642851,641656,133,47
777326,7,top,single,672016,641656,133,48
777326,7,top,walk,671732,641656,133,49
777326,7,top,field_out,805779,641656,133,50
777326,7,bottom,field_out,665862,678022,147,51
777326,7,bottom,walk,683011,678022,147,52
777326,7,bottom,grounded_into_double_play,669224,678022,147,53
777326,8,top,walk,667670,642216,133,54
777326,8,top,walk,701762,642216,133,55
777326,8,top,single,691777,642216,133,56
777326,8,top,sac_fly,691016,642216,133,57
777326,8,top,strikeout,649966,642216,133,58
777326,8,top,single,642851,642216,133,59
777326,8,top,strikeout,672016,642216,133,60
777326,8,bottom,single,518934,678022,147,61
777326,8,bottom,strikeout,691176,678022,147,62
777326,8,bottom,field_out,502671,678022,147,63
777326,8,bottom,strikeout,641355,678022,147,64
777326,9,top,field_out,671732,642216,133,65
777326,9,top,single,805779,642216,133,66
777326,9,top,field_out,667670,642216,133,67
777326,9,top,field_out,701762,642216,133,68
777326,9,bottom,walk,592450,678022,147,69
777326,9,bottom,field_out,519317,678022,147,70
777326,9,bottom,strikeout,665862,678022,147,71
777326,9,bottom,fielders_choice_out,683011,678022,147,72
777324,1,top,single,621439,663554,142,0
777324,1,top,field_out,663616,663554,142,1
777324,1,top,strikeout,650489,663554,142,2
777324,1,top,strikeout,621043,663554,142,3
777324,1,bottom,single,690993,641927,116,4
777324,1,bottom,strikeout,650402,641927,116,5
777324,1,bottom,strikeout,681481,641927,116,6
777324,1,bottom,field_out,682985,641927,116,7
777324,2,top,field_out,664034,663554,142,8
777324,2,top,field_out,686797,663554,142,9
777324,2,top,field_out,680777,663554,142,10
777324,2,bottom,double,679529,641927,116,11
777324,2,bottom,field_out,672761,641927,116,12
777324,2,bottom,sac_fly,663837,641927,116,13
777324,2,bottom,single,656716,641927,116,14
777324,2,bottom,strikeout,668670,641927,116,15
777324,3,top,strikeout,670242,663554,142,16
777324,3,top,single,664056,663554,142,17
777324,3,top,home_run,621439,663554,142,18
777324,3,top,field_out,663616,663554,142,19
777324,3,top,field_out,650489,663554,142,20
777324,3,bottom,strikeout,690993,641927,116,21
777324,3,bottom,field_out,650402,641927,116,22
777324,3,bottom,home_run,681481,641927,116,23
777324,3,bottom,single,682985,641927,116,24
777324,3,bottom,single,679529,641927,116,25
777324,3,bottom,strikeout,672761,641927,116,26
777324,4,top,field_out,621043,663554,142,27
777324,4,top,single,664034,663554,142,28
777324,4,top,field_out,686797,663554,142,29
777324,4,top,field_out,680777,663554,142,30
777324,4,bottom,walk,663837,641927,116,31
777324,4,bottom,single,656716,641927,116,32
777324,4,bottom,sac_bunt,668670,641927,116,33
777324,4,bottom,sac_fly,690993,641927,116,34
777324,4,bottom,home_run,650402,641927,116,35
777324,4,bottom,field_out,681481,641927,116,36
777324,5,top,field_out,670242,663554,142,37
777324,5,top,field_out,664056,663554,142,38
777324,5,top,field_out,621439,663554,142,39
777324,5,bottom,home_run,682985,641927,116,40
777324,5,bottom,field_out,679529,641927,116,41
777324,5,bottom,field_out,672761,641927,116,42
777324,5,bottom,field_out,663837,641927,116,43
777324,6,top,single,663616,663554,142,44
777324,6,top,strikeout,650489,663554,142,45
777324,6,top,field_out,621043,663554,142,46
777324,6,top,strikeout,664034,663554,142,47
777324,6,bottom,home_run,656716,641927,116,48
777324,6,bottom,field_out,668670,641927,116,49
777324,6,bottom,single,690993,641927,116,50
777324,6,bottom,field_out,650402,641927,116,51
777324,6,bottom,single,681481,666214,116,52
777324,6,bottom,field_out,682985,666214,116,53
777324,7,top,field_out,686797,663554,142,54
777324,7,top,field_out,680777,663554,142,55
777324,7,top,walk,670242,663554,142,56
777324,7,top,force_out,664056,592454,142,57
777324,7,bottom,strikeout,679529,666214,116,58
777324,7,bottom,walk,672761,666214,116,59
777324,7,bottom,single,663837,666214,116,60
777324,7,bottom,sac_fly,656716,666214,116,61
777324,7,bottom,walk,668670,666214,116,62
777324,7,bottom,field_out,690993,666214,116,63
777324,8,top,single,621439,592454,142,64
777324,8,top,strikeout,663616,592454,142,65
777324,8,top,strikeout,650489,592454,142,66
777324,8,top,home_run,621043,592454,142,67
777324,8,top,field_out,664034,592454,142,68
777324,8,bottom,walk,650402,666214,116,69
777324,8,bottom,field_out,663330,666214,116,70
777324,8,bottom,single,682985,666214,116,71
777324,8,bottom,walk,679529,666214,116,72
777324,8,bottom,double,672761,663485,116,73
777324,8,bottom,strikeout,663837,663485,116,74
777324,8,bottom,field_out,656716,663485,116,75
777324,9,top,double,686797,695445,142,76
777324,9,top,field_out,680777,695445,142,77
777324,9,top,sac_fly,670242,695445,142,78
777324,9,top,strikeout,664056,695445,142,79
777325,1,top,double,596019,663559,121,0
777325,1,top,field_out,668901,663559,121,1
777325,1,top,single,665742,663559,121,2
777325,1,top,single,624413,663559,121,3
777325,1,top,field_out,607043,663559,121,4
777325,1,top,strikeout,516782,663559,121,5
777325,1,bottom,strikeout,624428,621112,134,6
777325,1,bottom,single,457705,621112,134,7
777325,1,bottom,strikeout,668804,621112,134,8
777325,1,bottom,force_out,693304,621112,134,9
777325,2,top,field_out,621438,663559,121,10
777325,2,top,field_out,683146,663559,121,11
777325,2,top,single,620443,663559,121,12
777325,2,top,walk,596019,663559,121,13
777325,2,top,strikeout,668901,677952,121,14
777325,2,bottom,single,665833,621112,134,15
777325,2,bottom,single,663698,621112,134,16
777325,2,bottom,single,687462,621112,134,17
777325,2,bottom,single,663647,621112,134,18
777325,2,bottom,single,643396,621112,134,19
777325,2,bottom,sac_fly,624428,676130,134,20
777325,2,bottom,catcher_interf,457705,676130,134,21
