gamePk,inning,half,event_type,batter_id,pitcher_id,bat_team_id,at_bat_index
745073,1,top,field_out,641487,686752,136,0
745073,1,top,strikeout,668942,686752,136,1
745073,1,top,strikeout,677594,686752,136,2
745073,1,bottom,single,650490,669923,139,3
745073,1,bottom,field_out,666139,669923,139,4
745073,1,bottom,field_out,668227,669923,139,5
745073,1,bottom,strikeout,670623,669923,139,6
745073,2,top,walk,663728,686752,136,7
745073,2,top,field_out,664034,686752,136,8
745073,2,top,field_out,641598,686752,136,9
745073,2,top,strikeout,686527,686752,136,10
745073,2,bottom,field_out,680700,669923,139,11
745073,2,bottom,field_out,642708,669923,139,12
745073,2,bottom,strikeout,642350,669923,139,13
745073,3,top,strikeout,664238,686752,136,14
745073,3,top,field_out,669208,686752,136,15
745073,3,top,double,641487,686752,136,16
745073,3,top,strikeout,668942,686752,136,17
745073,3,bottom,double,676609,669923,139,18
745073,3,bottom,field_out,656577,669923,139,19
745073,3,bottom,single,650490,669923,139,20
745073,3,bottom,strikeout,666139,669923,139,21
745073,3,bottom,field_out,668227,669923,139,22
745073,4,top,field_out,677594,686752,136,23
745073,4,top,field_out,663728,686752,136,24
745073,4,top,field_out,664034,686752,136,25
745073,4,bottom,strikeout,670623,669923,139,26
745073,4,bottom,strikeout,680700,669923,139,27
745073,4,bottom,field_out,642708,669923,139,28
745073,5,top,field_out,641598,686752,136,29
745073,5,top,strikeout,686527,686752,136,30
745073,5,top,strikeout,664238,686752,136,31
745073,5,bottom,strikeout,642350,669923,139,32
745073,5,bottom,single,676609,669923,139,33
745073,5,bottom,strikeout_double_play,656577,669923,139,34
745073,6,top,strikeout,669208,686752,136,35
745073,6,top,walk,641487,686752,136,36
745073,6,top,force_out,668942,542888,136,37
745073,6,top,walk,677594,542888,136,38
745073,6,top,home_run,663728,542888,136,39
745073,6,top,field_out,664034,542888,136,40
745073,6,bottom,field_out,650490,669923,139,41
745073,6,bottom,field_out,666139,669923,139,42
745073,6,bottom,field_out,668227,669923,139,43
745073,7,top,single,641598,687330,136,44
745073,7,top,single,686527,687330,136,45
745073,7,top,sac_bunt,664238,687330,136,46
745073,7,top,strikeout,669208,687330,136,47
745073,7,top,single,641487,687330,136,48
745073,7,top,strikeout,668942,687330,136,49
