gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
747101,2024-06-30,4705,Truist Park,144,134,680885,663559
746938,2024-06-30,3,Fenway Park,111,135,670174,663362
745555,2024-06-30,2681,Citizens Bank Park,143,146,624133,630023
744916,2024-06-30,14,Rogers Centre,141,147,592332,543037
745802,2024-06-30,3289,Citi Field,121,117,622663,681869
745072,2024-06-30,12,Tropicana Field,139,120,671737,571578
746290,2024-06-30,7,Kauffman Stadium,118,114,607625,671106
746779,2024-06-30,4,Guaranteed Rate Field,145,115,676979,607536
745971,2024-06-30,32,American Family Field,158,112,642547,543294
745154,2024-06-30,2889,Busch Stadium,138,113,458681,668881
745320,2024-06-30,2395,Oracle Park,137,119,702352,572020
746209,2024-06-30,1,Angel Stadium,108,116,542881,663554
747182,2024-06-30,15,Chase Field,109,133,694297,665622
745243,2024-06-30,680,T-Mobile Park,136,142,622491,657746
747016,2024-06-30,2,Oriole Park at Camden Yards,110,140,608344,571760
