gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824503,2026-06-17,2602,Great American Ball Park,113,121,666157,690997
822721,2026-06-17,3309,Nationals Park,120,118,641793,679883
823450,2026-06-17,2681,Citizens Bank Park,143,146,691725,645261
824912,2026-06-17,4705,Truist Park,144,137,656550,605288
824178,2026-06-17,2392,Daikin Park,117,116,663567,663554
823044,2026-06-17,2889,Busch Stadium,138,135,681517,699134
823940,2026-06-17,22,UNIQLO Field at Dodger Stadium,119,139,660271,663556
825072,2026-06-17,15,Chase Field,109,108,593958,691951
824746,2026-06-17,3,Fenway Park,111,141,687562,680755
823536,2026-06-17,3313,Yankee Stadium,147,145,607074,641743
824913,2026-06-17,4705,Truist Park,144,137,702275,687931
823774,2026-06-17,32,American Family Field,158,114,687075,668909
824668,2026-06-17,17,Wrigley Field,112,115,665871,807743
824992,2026-06-17,2529,Sutter Health Park,133,134,650644,677952
823127,2026-06-17,680,T-Mobile Park,136,110,669923,680694
