gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824295,2026-04-04,2394,Comerica Park,116,138,656427,669160
824622,2026-04-04,4,Rate Field,145,141,691799,689254
824132,2026-04-04,7,Kauffman Stadium,118,158,679883,694477
824134,2026-04-04,7,Kauffman Stadium,118,158,607625,701656
822757,2026-04-04,3309,Nationals Park,120,119,663623,607192
825027,2026-04-04,2529,Sutter Health Park,133,117,806960,837227
823404,2026-04-04,31,PNC Park,134,110,669387,669358
824782,2026-04-04,3,Fenway Park,111,135,813349,681190
822920,2026-04-04,5325,Globe Life Field,140,113,677958,695076
823569,2026-04-04,3313,Yankee Stadium,147,146,677960,676974
823730,2026-04-04,3312,Target Field,142,139,690953,571927
825104,2026-04-04,15,Chase Field,109,144,647336,693821
824378,2026-04-04,19,Coors Field,115,143,657514,666200
823239,2026-04-04,2395,Oracle Park,137,121,694738,605280
824054,2026-04-04,1,Angel Stadium,108,136,686799,676106
824460,2026-04-04,5,Progressive Field,114,112,677944,684007
