gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824859,2026-04-12,2,Oriole Park at Camden Yards,110,137,700249,605288
823479,2026-04-12,2681,Citizens Bank Park,143,109,647315,668678
822828,2026-04-12,14,Rogers Centre,141,142,453286,671737
824533,2026-04-12,2602,Great American Ball Park,113,108,671096,667755
823642,2026-04-12,3289,Citi Field,121,133,642547,650644
824293,2026-04-12,2394,Comerica Park,116,146,669373,645261
822998,2026-04-12,12,Tropicana Field,139,147,656876,693645
824126,2026-04-12,7,Kauffman Stadium,118,145,702070,691799
823804,2026-04-12,32,American Family Field,158,120,605540,641793
823075,2026-04-12,2889,Busch Stadium,138,111,669467,678394
824696,2026-04-12,17,Wrigley Field,112,134,592791,696149
823317,2026-04-12,2680,Petco Park,135,115,601713,607536
823154,2026-04-12,680,T-Mobile Park,136,117,669302,675989
823966,2026-04-12,22,UNIQLO Field at Dodger Stadium,119,140,808963,594798
824938,2026-04-12,4705,Truist Park,144,114,519242,676440
