gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
823396,2026-04-16,31,PNC Park,134,120,677952,656492
824530,2026-04-16,2602,Great American Ball Park,113,137,695505,694738
824289,2026-04-16,2394,Comerica Park,116,118,672456,663460
823560,2026-04-16,3313,Yankee Stadium,147,108,608331,608718
823801,2026-04-16,32,American Family Field,158,141,687075,571578
824614,2026-04-16,4,Rate Field,145,139,673929,571927
825023,2026-04-16,2529,Sutter Health Park,133,140,682052,683004
824453,2026-04-16,5,Progressive Field,114,110,800048,669358
824208,2026-04-16,2392,Daikin Park,117,115,680802,675848
823313,2026-04-16,2680,Petco Park,135,136,621111,622491
