gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824515,2026-05-29,2602,Great American Ball Park,113,144,663978,656550
822732,2026-05-29,3309,Nationals Park,120,135,687606,608337
823377,2026-05-29,31,PNC Park,134,142,683003,671737
824835,2026-05-29,2,Oriole Park at Camden Yards,110,141,669432,671936
824433,2026-05-29,5,Progressive Field,114,111,677944,701719
822978,2026-05-29,12,Tropicana Field,139,108,607259,700712
823623,2026-05-29,3289,Citi Field,121,146,642547,676974
823055,2026-05-29,2889,Busch Stadium,138,112,669467,684007
824594,2026-05-29,4,Rate Field,145,116,607200,675512
822894,2026-05-29,5325,Globe Life Field,140,118,669022,663568
824191,2026-05-29,2392,Daikin Park,117,158,678906,689441
824353,2026-05-29,19,Coors Field,115,137,547179,657277
825002,2026-05-29,2529,Sutter Health Park,133,147,622663,607074
823135,2026-05-29,680,T-Mobile Park,136,109,669923,668678
823946,2026-05-29,22,UNIQLO Field at Dodger Stadium,119,143,680736,554430
