gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777859,2025-05-19,31,PNC Park,134,113,656605,666157
777863,2025-05-19,4169,loanDepot park,146,112,665795,676962
777856,2025-05-19,3,Fenway Park,111,121,690928,673540
777858,2025-05-19,2523,George M. Steinbrenner Field,139,117,686752,676467
777861,2025-05-19,3312,Target Field,142,114,657746,
777857,2025-05-19,4,Rate Field,145,136,663436,622491
777860,2025-05-19,32,American Family Field,158,110,642239,665152
777862,2025-05-19,2889,Busch Stadium,138,116,543243,674944
777852,2025-05-19,19,Coors Field,115,143,607536,650911
777855,2025-05-19,2395,Oracle Park,137,118,592662,663460
777853,2025-05-19,2529,Sutter Health Park,133,108,669372,667755
777854,2025-05-19,22,Dodger Stadium,119,109,676263,694297
