gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746478,2024-05-01,2394,Comerica Park,116,138,628317,571945
745996,2024-05-01,32,American Family Field,158,139,607067,621107
746800,2024-05-01,4,Guaranteed Rate Field,145,142,623167,641927
744939,2024-05-01,14,Rogers Centre,141,118,605135,607625
745670,2024-05-01,10,Oakland Coliseum,133,134,548389,682990
745261,2024-05-01,680,T-Mobile Park,136,144,676106,519242
746238,2024-05-01,1,Angel Stadium,108,143,663776,554430
745423,2024-05-01,2680,Petco Park,135,113,605397,668933
747048,2024-05-01,2,Oriole Park at Camden Yards,110,147,669203,661563
746072,2024-05-01,4169,loanDepot park,146,115,682610,641712
745829,2024-05-01,3289,Citi Field,121,112,676130,684007
746966,2024-05-01,3,Fenway Park,111,137,676710,669062
745023,2024-05-01,5325,Globe Life Field,140,120,571760,592866
746399,2024-05-01,2392,Minute Maid Park,117,114,434378,663474
747207,2024-05-01,15,Chase Field,109,119,656756,808967
