gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746877,2024-05-31,17,Wrigley Field,112,113,665871,668933
745574,2024-05-31,2681,Citizens Bank Park,143,138,605400,571945
747032,2024-05-31,2,Oriole Park at Camden Yards,110,139,544150,650644
744928,2024-05-31,14,Rogers Centre,141,134,621244,663559
746955,2024-05-31,3,Fenway Park,111,116,656557,628317
746635,2024-05-31,5,Progressive Field,114,120,676440,571578
745820,2024-05-31,3289,Citi Field,121,109,622663,656756
746059,2024-05-31,4169,loanDepot park,146,140,664350,570632
747116,2024-05-31,4705,Truist Park,144,133,625643,676664
746303,2024-05-31,7,Kauffman Stadium,118,135,608379,656302
746387,2024-05-31,2392,Minute Maid Park,117,142,669854,641154
745983,2024-05-31,32,American Family Field,158,145,668964,607200
746140,2024-05-31,22,Dodger Stadium,119,115,621111,641712
745253,2024-05-31,680,T-Mobile Park,136,108,693433,667755
745331,2024-05-31,2395,Oracle Park,137,147,663855,573186
