gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
746467,2024-05-29,2394,Comerica Park,116,134,669373,683003
746468,2024-05-29,2394,Comerica Park,116,134,672456,694973
746706,2024-05-29,2602,Great American Ball Park,113,138,593423,669467
745011,2024-05-29,5325,Globe Life Field,140,109,641540,669194
745333,2024-05-29,2395,Oracle Park,137,143,690986,650911
745817,2024-05-29,3289,Citi Field,121,119,656849,572020
745414,2024-05-29,2680,Petco Park,135,146,506433,666129
747031,2024-05-29,2,Oriole Park at Camden Yards,110,111,669203,676710
745084,2024-05-29,12,Tropicana Field,139,133,686752,683155
747117,2024-05-29,4705,Truist Park,144,120,680885,669022
745900,2024-05-29,3312,Target Field,142,118,641927,607625
746790,2024-05-29,4,Guaranteed Rate Field,145,141,623167,666201
745988,2024-05-29,32,American Family Field,158,112,669060,684007
746551,2024-05-29,19,Coors Field,115,114,621389,671106
746228,2024-05-29,1,Angel Stadium,108,147,542881,661563
745250,2024-05-29,680,T-Mobile Park,136,117,669923,434378
