gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777968,2025-05-11,3289,Citi Field,121,112,656288,571510
777962,2025-05-11,3309,Nationals Park,120,138,669022,571945
777967,2025-05-11,31,PNC Park,134,144,669387,519242
777969,2025-05-11,2394,Comerica Park,116,140,681857,543135
777964,2025-05-11,2523,George M. Steinbrenner Field,139,158,656876,694477
777963,2025-05-11,2392,Daikin Park,117,113,669854,695534
777965,2025-05-11,7,Kauffman Stadium,118,111,607625,608337
777956,2025-05-11,3312,Target Field,142,137,641154,694738
777966,2025-05-11,4,Rate Field,145,146,680732,645261
777955,2025-05-11,19,Coors Field,115,135,608566,601713
777957,2025-05-11,2529,Sutter Health Park,133,147,622663,642232
777961,2025-05-11,1,Angel Stadium,108,110,542881,621107
777954,2025-05-11,15,Chase Field,109,119,668678,664062
777958,2025-05-11,680,T-Mobile Park,136,141,682243,570632
777971,2025-05-11,5,Progressive Field,114,143,682847,554430
