gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824255,2026-06-26,2394,Comerica Park,116,117,672456,681293
823363,2026-06-26,31,PNC Park,134,113,694973,671096
824824,2026-06-26,2,Oriole Park at Camden Yards,110,120,669432,674841
822796,2026-06-26,14,Rogers Centre,141,140,571578,543135
824423,2026-06-26,5,Progressive Field,114,136,676282,622491
822962,2026-06-26,12,Tropicana Field,139,109,607259,668678
823610,2026-06-26,3289,Citi Field,121,143,804267,554430
824743,2026-06-26,3,Fenway Park,111,147,801139,701542
824582,2026-06-26,4,Rate Field,145,118,689818,674444
823773,2026-06-26,32,American Family Field,158,112,694819,607067
823688,2026-06-26,3312,Target Field,142,115,671737,608372
823039,2026-06-26,2889,Busch Stadium,138,146,700241,676974
824014,2026-06-26,1,Angel Stadium,108,133,700712,669372
823285,2026-06-26,2680,Petco Park,135,119,621111,808963
823206,2026-06-26,2395,Oracle Park,137,144,686790,625643
