gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
824852,2026-04-26,2,Oriole Park at Camden Yards,110,111,680694,813349
824934,2026-04-26,4705,Truist Park,144,143,519242,605400
822824,2026-04-26,14,Rogers Centre,141,114,571578,677944
824528,2026-04-26,2602,Great American Ball Park,113,116,695076,672456
823635,2026-04-26,3289,Citi Field,121,115,690997,500779
823637,2026-04-26,3289,Citi Field,121,115,673540,801403
822991,2026-04-26,12,Tropicana Field,139,142,643377,680573
824612,2026-04-26,4,Rate Field,145,120,663542,656492
824202,2026-04-26,2392,Daikin Park,117,147,681293,661563
823797,2026-04-26,32,American Family Field,158,134,690986,669387
823068,2026-04-26,2889,Busch Stadium,138,136,700241,676106
822911,2026-04-26,5325,Globe Life Field,140,133,677958,669372
825094,2026-04-26,5340,Estadio Alfredo Harp Helu,109,135,669194,650633
823230,2026-04-26,2395,Oracle Park,137,146,694738,676974
824122,2026-04-26,7,Kauffman Stadium,118,108,607625,672282
823959,2026-04-26,22,UNIQLO Field at Dodger Stadium,119,112,680736,684007
