gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
822809,2026-05-27,14,Rogers Centre,141,146,592332,691587
824432,2026-05-27,5,Progressive Field,114,120,668909,676571
823783,2026-05-27,32,American Family Field,158,138,694477,669160
825003,2026-05-27,2529,Sutter Health Park,133,136,605488,669302
823217,2026-05-27,2395,Oracle Park,137,109,686790,647336
823295,2026-05-27,2680,Petco Park,135,143,621111,650911
824836,2026-05-27,2,Oriole Park at Camden Yards,110,139,694346,571927
824270,2026-05-27,2394,Comerica Park,116,108,663554,667755
823376,2026-05-27,31,PNC Park,134,112,677952,592791
824756,2026-05-27,3,Fenway Park,111,144,813349,693821
823626,2026-05-27,3289,Citi Field,121,113,623211,671096
824596,2026-05-27,4,Rate Field,145,142,689818,687570
824104,2026-05-27,7,Kauffman Stadium,118,147,702070,543037
822897,2026-05-27,5325,Globe Life Field,140,117,594798,681347
823947,2026-05-27,22,UNIQLO Field at Dodger Stadium,119,115,660271,608372
