gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
745073,2024-06-26,12,Tropicana Field,139,136,686752,669923
746695,2024-06-26,2602,Great American Ball Park,113,134,668933,682847
746456,2024-06-26,2394,Comerica Park,116,143,663947,605513
745157,2024-06-26,2889,Busch Stadium,138,144,502043,625643
745158,2024-06-26,2889,Busch Stadium,138,144,669461,693821
746374,2024-06-26,2392,Minute Maid Park,117,115,681293,663372
746291,2024-06-26,7,Kauffman Stadium,118,146,663903,678368
745975,2024-06-26,32,American Family Field,158,140,572971,543135
746212,2024-06-26,1,Angel Stadium,108,133,672710,683155
745400,2024-06-26,2680,Petco Park,135,120,656302,687792
747019,2024-06-26,2,Oriole Park at Camden Yards,110,114,680570,471911
746942,2024-06-26,3,Fenway Park,111,141,601713,621114
745808,2024-06-26,3289,Citi Field,121,147,640455,661563
746777,2024-06-26,4,Guaranteed Rate Field,145,119,607200,694813
747184,2024-06-26,15,Chase Field,109,142,669194,680573
745325,2024-06-26,2395,Oracle Park,137,112,806185,669713
