gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
777834,2025-05-21,31,PNC Park,134,113,571760,663903
777832,2025-05-21,2523,George M. Steinbrenner Field,139,117,671737,686613
777861,2025-05-21,3312,Target Field,142,114,657746,
777833,2025-05-21,4169,loanDepot park,146,112,676974,690990
777826,2025-05-21,32,American Family Field,158,110,694477,608372
777827,2025-05-21,2889,Busch Stadium,138,116,669467,676428
777830,2025-05-21,4,Rate Field,145,136,681343,688138
777819,2025-05-21,2395,Oracle Park,137,118,657277,663738
777829,2025-05-21,3312,Target Field,142,114,663978,668909
777831,2025-05-21,3,Fenway Park,111,121,676979,656731
777835,2025-05-21,3313,Yankee Stadium,147,140,642232,594798
777837,2025-05-21,14,Rogers Centre,141,135,592332,681190
777823,2025-05-21,19,Coors Field,115,143,687223,592836
777828,2025-05-21,2529,Sutter Health Park,133,108,676664,686799
777824,2025-05-21,22,Dodger Stadium,119,109,669160,669203
777825,2025-05-21,3309,Nationals Park,120,144,592866,700363
