gamePk,date,venue_id,venue_name,home_id,away_id,home_sp_id,away_sp_id
778087,2025-05-02,2602,Great American Ball Park,113,120,668881,680730
778090,2025-05-02,31,PNC Park,134,135,656605,656302
778086,2025-05-02,2681,Citizens Bank Park,143,109,666200,518876
778093,2025-05-02,2,Oriole Park at Camden Yards,110,118,665152,608379
778088,2025-05-02,3313,Yankee Stadium,147,139,608331,686752
778081,2025-05-02,14,Rogers Centre,141,114,605135,671106
778089,2025-05-02,3,Fenway Park,111,142,678394,657746
778091,2025-05-02,4169,loanDepot park,146,133,678368,680684
778092,2025-05-02,4705,Truist Park,144,119,656550,808967
778079,2025-05-02,4,Rate Field,145,117,686563,664285
778083,2025-05-02,5325,Globe Life Field,140,136,683004,693433
778080,2025-05-02,32,American Family Field,158,112,641302,676962
778084,2025-05-02,2889,Busch Stadium,138,121,543243,605280
778085,2025-05-02,1,Angel Stadium,108,116,667755,669373
778082,2025-05-02,2395,Oracle Park,137,115,592662,622608
